timestamp,predicted_train,predicted_test,naive_prediction_test
2016-01-01,4.372394,,
2016-01-02,,,
2016-01-03,,,
2016-01-04,4.729787,,
2016-01-05,4.724794,,
2016-01-06,4.722491,,
2016-01-07,4.7188573,,
2016-01-08,4.720742,,
2016-01-09,,,
2016-01-10,,,
2016-01-11,4.7253356,,
2016-01-12,4.7220955,,
2016-01-13,4.730369,,
2016-01-14,4.7444453,,
2016-01-15,4.7405114,,
2016-01-16,,,
2016-01-17,,,
2016-01-18,4.7430773,,
2016-01-19,4.7322574,,
2016-01-20,4.735288,,
2016-01-21,4.731557,,
2016-01-22,4.7339344,,
2016-01-23,,,
2016-01-24,,,
2016-01-25,4.764698,,
2016-01-26,4.7563505,,
2016-01-27,4.7616243,,
2016-01-28,4.739234,,
2016-01-29,4.7712836,,
2016-01-30,,,
2016-01-31,,,
2016-02-01,4.774131,,
2016-02-02,4.7796597,,
2016-02-03,4.7826786,,
2016-02-04,4.7838326,,
2016-02-05,4.771677,,
2016-02-06,,,
2016-02-07,,,
2016-02-08,4.780074,,
2016-02-09,4.775366,,
2016-02-10,4.77874,,
2016-02-11,4.7720733,,
2016-02-12,4.7748384,,
2016-02-13,,,
2016-02-14,,,
2016-02-15,4.777859,,
2016-02-16,4.782411,,
2016-02-17,4.7774544,,
2016-02-18,4.771774,,
2016-02-19,4.7729554,,
2016-02-20,,,
2016-02-21,,,
2016-02-22,4.7850733,,
2016-02-23,4.7792377,,
2016-02-24,4.7839537,,
2016-02-25,4.7834964,,
2016-02-26,4.7736483,,
2016-02-27,,,
2016-02-28,,,
2016-02-29,4.770627,,
2016-03-01,4.664675,,
2016-03-02,4.7146873,,
2016-03-03,4.69523,,
2016-03-04,4.710733,,
2016-03-05,,,
2016-03-06,,,
2016-03-07,4.7045193,,
2016-03-08,4.6801305,,
2016-03-09,4.662745,,
2016-03-10,4.6695647,,
2016-03-11,4.670169,,
2016-03-12,,,
2016-03-13,,,
2016-03-14,4.6629477,,
2016-03-15,4.6647096,,
2016-03-16,4.663544,,
2016-03-17,4.6601114,,
2016-03-18,4.687211,,
2016-03-19,,,
2016-03-20,,,
2016-03-21,4.6714277,,
2016-03-22,4.669151,,
2016-03-23,4.656024,,
2016-03-24,4.657348,,
2016-03-25,4.5701995,,
2016-03-26,,,
2016-03-27,,,
2016-03-28,4.658341,,
2016-03-29,4.661159,,
2016-03-30,4.6634717,,
2016-03-31,4.6544323,,
2016-04-01,4.6535697,,
2016-04-02,,,
2016-04-03,,,
2016-04-04,4.6513247,,
2016-04-05,4.670342,,
2016-04-06,4.66935,,
2016-04-07,4.6609197,,
2016-04-08,4.6626544,,
2016-04-09,,,
2016-04-10,,,
2016-04-11,4.651299,,
2016-04-12,4.6483855,,
2016-04-13,4.6569304,,
2016-04-14,4.657323,,
2016-04-15,4.661675,,
2016-04-16,,,
2016-04-17,,,
2016-04-18,4.655054,,
2016-04-19,4.6476173,,
2016-04-20,4.649493,,
2016-04-21,4.648059,,
2016-04-22,4.6553535,,
2016-04-23,,,
2016-04-24,,,
2016-04-25,4.656643,,
2016-04-26,4.6631193,,
2016-04-27,4.6567616,,
2016-04-28,4.6550865,,
2016-04-29,4.6582003,,
2016-04-30,,,
2016-05-01,,,
2016-05-02,4.563005,,
2016-05-03,4.6567945,,
2016-05-04,4.6580815,,
2016-05-05,4.6635523,,
2016-05-06,4.665233,,
2016-05-07,,,
2016-05-08,,,
2016-05-09,4.673399,,
2016-05-10,4.6595263,,
2016-05-11,4.659262,,
2016-05-12,4.6662784,,
2016-05-13,4.658754,,
2016-05-14,,,
2016-05-15,,,
2016-05-16,4.6611757,,
2016-05-17,4.6605067,,
2016-05-18,4.6610584,,
2016-05-19,4.659728,,
2016-05-20,4.6599894,,
2016-05-21,,,
2016-05-22,,,
2016-05-23,4.660453,,
2016-05-24,4.6581035,,
2016-05-25,4.661198,,
2016-05-26,4.6605654,,
2016-05-27,4.6632447,,
2016-05-28,,,
2016-05-29,,,
2016-05-30,4.5203104,,
2016-05-31,4.661585,,
2016-06-01,4.5496716,,
2016-06-02,4.5523977,,
2016-06-03,4.5456433,,
2016-06-04,,,
2016-06-05,,,
2016-06-06,4.547948,,
2016-06-07,4.546606,,
2016-06-08,4.5428815,,
2016-06-09,4.5366306,,
2016-06-10,4.540448,,
2016-06-11,,,
2016-06-12,,,
2016-06-13,4.5347676,,
2016-06-14,4.5339956,,
2016-06-15,4.5353703,,
2016-06-16,4.539051,,
2016-06-17,4.53558,,
2016-06-18,,,
2016-06-19,,,
2016-06-20,4.53632,,
2016-06-21,4.544353,,
2016-06-22,4.542772,,
2016-06-23,4.5440617,,
2016-06-24,4.5387845,,
2016-06-25,,,
2016-06-26,,,
